PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
260032,2024-01-01 00:00:00,2024-12-31 00:00:00,Amended,2604218231,5647994606,4742711784
110201,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,53488836,116766486,419004087
111314,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,22180222,12806835,15840080
050597,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,114046417,426744656,391933578
110018,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,161765574,440331417,892191170
241365,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,3991861,31575706
100256,2024-03-01 00:00:00,2025-02-28 00:00:00,As Submitted,312691508,3569256608,1641823515
114008,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,36070535,74989800,1785840
031314,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,75034039,175402374
153050,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,13705867,38068049,
050072,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,693396213,1273087852,1629483727
231322,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,11615474,117117465
320001,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,1467909148,1304751181,1734507286
100068,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,542047347,1817187568,1428087542
330058,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,125144204,112224060,165460842
013033,2024-06-01 00:00:00,2025-05-31 00:00:00,As Submitted,21639285,45995025,2244
113032,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,27094294,48870907,9631
520049,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,427601608,342389638,1160932934
330153,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,419735635,697955783,793609952
220011,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,641646335,249389225,895241378
504013,2024-01-01 00:00:00,2024-06-30 00:00:00,As Submitted,14441429,28182315,3337531
040069,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,27541122,17508096,65946028
452094,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,25335681,76258091,19007208
230259,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,172544343,210937847,607256861
261317,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,7681918,52489940
454060,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,61019590,229312816,29470472
443031,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,18725654,35680813,
400079,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,26134896,31951245,21345352
290039,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,503465308,5040509963,2630042861
370089,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,121411713,134646773,223372246
100035,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,351959180,2751418778,2116119469
051330,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,40636467,16012722,35011108
314018,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,44506431,53576904,
041312,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,6297201,95018067
140179,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,259292117,593874907,732851411
410009,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,382806452,477428563,654379710
010040,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,152015221,1598295170,1809738014
531305,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,4631873,29838160
431383,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,,10080,106984
531308,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,13097719,28604271
051307,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,19865769,11504543,18337376
100107,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,33950698,144879708,204678225
361302,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,1193589,54449188
480002,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,,81515942,50407091
260022,2024-06-01 00:00:00,2025-05-31 00:00:00,As Submitted,52697693,182294251,277703602
100137,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,265231857,1396941490,1397936291
334048,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,73055444,308217680,
150193,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,42467036,35834427,96532157
100117,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,175788597,579496508,641913558
050769,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,106851934,243144191,292732043
400007,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,38455116,35884907,24622716
181315,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,,15687067,69842101
140217,2024-07-01 00:00:00,2025-02-28 00:00:00,As Submitted,97185853,256286789,301992533
520045,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,256772978,377426240,480376404
460043,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,29362811,18714507,78227633
454119,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,44197593,123121759,38889435
080001,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,2447035052,3730270164,3273718934
371333,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,,8759,1041516
520102,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,72415911,114729613,222989501
394040,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,20437160,47676001,
521346,2024-01-01 00:00:00,2024-06-30 00:00:00,As Submitted,,15372869,103398033
180046,2024-06-01 00:00:00,2025-05-31 00:00:00,As Submitted,27852011,63684419,135007063
250072,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,94766771,328709507,343427340
160001,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,74944140,22066498,155650861
531312,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,102537018,44921394,156593772
300018,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,518308411,430818580,1809278645
170188,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,86993035,49626327,323208642
070029,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,165996814,210810548,452910323
460026,2024-01-01 00:00:00,2024-12-31 00:00:00,Amended,44140496,20703120,127414123
440072,2024-07-01 00:00:00,2025-06-30 00:00:00,Amended,60320977,89159341,175205870
140100,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,217668540,96685953,812474865
351305,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,2589065,3774841
404005,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,26502731,69891718,26608712
390139,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,374699908,1216369164,938593831
281348,2024-05-01 00:00:00,2025-04-30 00:00:00,As Submitted,,5521418,38177975
074017,2023-12-21 00:00:00,2024-09-30 00:00:00,As Submitted,7105684,8327264,
523032,2024-04-01 00:00:00,2025-03-31 00:00:00,As Submitted,13728688,19806421,
471302,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,59836727,36513238,87364631
050063,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,432139539,1077206618,500225020
140064,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,132545066,186021031,499608129
150075,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,35740230,41960564,167951957
140197,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,19289229,30203774,10258576
150042,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,201624819,197209565,538371954
261322,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,,22808576,75700454
170103,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,81193719,65236493,170082927
060015,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,432332169,1975657570,1278944818
390256,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,1822190573,3474196584,4132589612
450042,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,300806198,700152445,805198078
310110,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,227994870,764518104,660197136
101300,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,30944774,134001829
670333,2024-09-20 00:00:00,2025-06-30 00:00:00,As Submitted,58260597,371556294,442370410
340126,2024-03-01 00:00:00,2025-02-28 00:00:00,As Submitted,114037420,351098795,562179744
141349,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,5509409,111816348
670047,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,239905128,2572762088,1396793550
320085,2024-04-01 00:00:00,2025-03-31 00:00:00,Amended,182705172,739565909,793881077
340047,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,1724114043,4053601961,5823366423
423033,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,30984174,63340888,
070012,2024-01-01 00:00:00,2024-12-31 00:00:00,Settled,43109873,143531,125125943
064001,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,190098242,220563340,1863859
364066,2024-01-01 00:00:00,2024-12-31 00:00:00,Settled,5629929,11925100,
050503,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,357925795,1310578315,1084554490
050118,2024-06-01 00:00:00,2025-05-31 00:00:00,As Submitted,97107831,594113945,998500543
381312,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,8456424,47257865
260034,2024-01-01 00:00:00,2024-12-31 00:00:00,Amended,40433817,8434049,133273874
460047,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,351773129,1745237103,2067012923
180078,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,46308669,46874183,213383805
430048,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,89199365,45506110,270415158
110124,2024-07-01 00:00:00,2025-06-30 00:00:00,Amended,75191998,64686647,234841743
154067,2024-01-01 00:00:00,2024-12-31 00:00:00,Settled,25050212,111639500,11367045
241362,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,70558688,37748435,152609547
400104,2024-04-01 00:00:00,2025-03-31 00:00:00,As Submitted,106133336,130942840,56202017
031300,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,5830243,133035406
170009,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,30941996,55641984,127010272
141343,2024-05-01 00:00:00,2025-04-30 00:00:00,As Submitted,,18635246,135295934
111320,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,19876630,135915814
670041,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,232580943,1363067991,735346309
070006,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,700702761,1069635615,2581076059
262013,2023-11-01 00:00:00,2024-10-31 00:00:00,Settled,43545791,387429038,456128
281308,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,5427282,18502772
241328,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,5481182,19663632
170040,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,2659609264,6247209241,11454594037
161336,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,8436481,22262281
080006,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,218863200,134617461,457793820
340114,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,1252351328,1592539798,2886090451
294011,2024-08-01 00:00:00,2024-12-31 00:00:00,As Submitted,8348906,20180000,
101308,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,37137066,19123578,103763158
450678,2024-06-01 00:00:00,2025-05-31 00:00:00,As Submitted,40495083,95702908,141953190
241341,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,21341367,9234044,18060065
381313,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,14182536,111180256
431326,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,,5628941,45324649
150057,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,93898942,125048452,430476684
330197,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,236005789,116217619,449512803
312020,2024-09-01 00:00:00,2025-08-31 00:00:00,As Submitted,49417921,292371337,794269
110050,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,23578515,33836580,234480326
100242,2024-02-01 00:00:00,2025-01-31 00:00:00,As Submitted,260988140,2235121739,2373439667
381314,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,33588853,237713351
500141,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,300482591,884911040,980971609
010112,2023-10-01 00:00:00,2024-09-30 00:00:00,As Submitted,42355807,34210353,67318271
454012,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,26923716,76595819,13402750
340084,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,23232927,16705471,123876647
271324,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,18952324,5655550,16691307
431340,2024-07-01 00:00:00,2025-06-30 00:00:00,As Submitted,89098269,76244528,325415714
181320,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,,10866007,35902328
500119,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,191096304,243423005,571988246
010148,2024-01-01 00:00:00,2024-12-31 00:00:00,As Submitted,13637834,7397095,22375713
