PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
300019,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,192060279,128524021,468887311
460026,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,31939508,16515134,76008608
150157,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,129389166,312352130,459168545
140164,2020-04-01 00:00:00,2021-03-31 00:00:00,Settled w/Audit,262265930,423778466,668767720
521356,2019-10-01 00:00:00,2020-09-30 00:00:00,Reopened,,1618636,86743285
310069,2020-01-01 00:00:00,2020-12-31 00:00:00,As Submitted,274932962,842750175,465356833
110006,2020-07-01 00:00:00,2021-06-30 00:00:00,As Submitted,203959138,394630990,511259251
220019,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,122723930,72995581,257669952
490075,2020-01-01 00:00:00,2020-12-31 00:00:00,As Submitted,210786032,672241997,905916758
410009,2019-10-01 00:00:00,2020-09-30 00:00:00,Amended,311804052,424928013,482999694
524017,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,42620649,43509657,2550271
241313,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,832465,10622566
050424,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,282990939,946063091,736018769
120001,2020-07-01 00:00:00,2021-06-30 00:00:00,As Submitted,980396021,2210724936,1372683497
210008,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,453369047,251298835,375936179
140116,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,501596307,953487116,1457341931
423027,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,14368972,26125429,592
520078,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,132556167,143261032,302771099
100321,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,127025884,370598796,468822717
260180,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,279756111,563377074,545318273
260137,2020-04-01 00:00:00,2021-03-31 00:00:00,Settled,377653143,869277426,1166760340
400132,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,29624804,42286343,14427611
251300,2020-08-01 00:00:00,2020-12-31 00:00:00,Settled,14105677,3877540,21913891
110008,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,397054992,894789857,1125207511
460041,2020-04-01 00:00:00,2021-03-31 00:00:00,Settled,122965582,182991374,333411253
490024,2019-10-01 00:00:00,2020-09-30 00:00:00,Amended,860309474,2276682750,1364423155
190079,2020-08-01 00:00:00,2021-07-31 00:00:00,Settled,58237030,37321881,121439708
150030,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,97626194,82606357,215396315
110236,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,25758386,9253904,106740300
072003,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,79259538,164105149,25446149
260097,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,84989633,52498859,174357991
340027,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,114035671,132950016,166895446
231320,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,3500708,59689131
051337,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,126722515,115440249,216517635
193028,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,12120649,18971080,14515621
174020,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,18026485,46988600,13557021
193092,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,2788045,4008884,1206000
390065,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,184672447,191026234,571610894
360029,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,83650317,41270862,167730815
330008,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,73919525,40043203,44153751
313302,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,20209806,15127986
050765,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,210156638,243009585,375563371
150011,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,123757784,108388345,376039396
050007,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,526457927,885025596,773137269
041327,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled w/Audit,23033769,8636336,33823858
363300,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled w/Audit,,1955506314,1315801815
450743,2020-05-01 00:00:00,2021-04-30 00:00:00,Reopened,200051438,560615279,343715675
050573,2020-07-01 00:00:00,2021-06-30 00:00:00,Amended,684108724,1897720109,1886093876
250094,2020-04-01 00:00:00,2021-03-31 00:00:00,As Submitted,105286746,769739186,472532166
171352,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,1238231,5981086
030024,2020-07-01 00:00:00,2021-06-30 00:00:00,Amended,910782662,2977604832,1801535702
033040,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,18590894,60091218,3429
442017,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,22720442,68791543,
440058,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,59732683,172766023,289171375
241327,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,4432768,20667237
450424,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,302087894,1086814489,981593091
281304,2020-07-01 00:00:00,2021-06-30 00:00:00,Reopened,,4112991,23930165
052037,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,56197955,306494579,6113252
190118,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,21960685,3052287,50741595
110016,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,208559487,502285879,646594542
030077,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,59792184,34132,784290
300017,2020-08-01 00:00:00,2021-07-31 00:00:00,Settled,104868182,282715810,475347001
393054,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,21248204,44994497,
330166,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,11229635,536818,27595869
264012,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,25251851,54791699,8117663
161316,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled w/Audit,,3844243,31944304
360011,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,197907513,264217851,491454042
050485,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,561182347,2485289905,1297395484
181310,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,,3662740,39515181
450108,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,25377124,18904617,79483460
390012,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,70419857,187931755,167203901
450033,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,271050668,2508472177,1368677974
391304,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,7976352,3001566,5329486
180087,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,65159919,41469912,225744149
454011,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,66572150,55986453,3566
033039,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,10844776,29708211,18307
460003,2020-09-01 00:00:00,2021-08-31 00:00:00,Reopened,88407487,144416777,162543508
161379,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,23495279,67570716
360276,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled w/Audit,175236401,453404756,533224676
194114,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,11739408,46541000,86200
161348,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,4604376,32726397
050689,2020-06-01 00:00:00,2021-05-31 00:00:00,Settled,149507636,647119118,500284885
513030,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,32586536,72362192,
050747,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,60335113,189379079,57761153
490005,2019-10-01 00:00:00,2020-09-30 00:00:00,As Submitted,486382383,695505730,658839611
111313,2019-10-01 00:00:00,2020-09-30 00:00:00,As Submitted,,5823508,23567133
140166,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,134992395,241261548,421925892
031318,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,23391821,70608586
390196,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled w/Audit,,317325445,743082703
491305,2020-01-01 00:00:00,2020-12-31 00:00:00,Amended,,17847521,99939705
421303,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,,11034997,34688700
364038,2020-05-01 00:00:00,2021-04-30 00:00:00,Settled,,31830900,8023256
054131,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,43911894,67968855,17981417
150091,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,48088882,46500687,159814132
362024,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,23966393,129859672,104655
191326,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,4330720,9904385
102029,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,27109895,101565055,22917
171345,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,7909743,30214810
330013,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled w/Audit,892943175,2154986739,1206399819
324013,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,9807939,15691000,1449100
281321,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,353105,6598497
501316,2020-01-01 00:00:00,2020-12-31 00:00:00,As Submitted,,3151153,36496031
452096,2020-02-01 00:00:00,2021-01-31 00:00:00,Settled,13524077,33341282,
231310,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,10053667,54195130
520002,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,143387818,71081006,266519992
454012,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,22243760,67090125,15285250
360085,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled w/Audit,1543637812,4496731037,3001828757
452028,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,59765556,263057777,5125348
390325,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,107118593,67297214,224261955
521304,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,2726115,30094020
460043,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,25891712,16197892,56949424
362015,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,8141778,19622907,
161346,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,15009973,42287347
462003,2020-01-01 00:00:00,2020-05-25 00:00:00,Settled,13899625,27125276,1407333
260096,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled w/Audit,484068624,1120027427,1016818792
010038,2019-10-01 00:00:00,2020-09-30 00:00:00,Reopened,34597602,164501505,270646100
450617,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,440363189,3641902629,1319029309
340190,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,64467728,76366600,189266448
181306,2020-07-01 00:00:00,2020-09-30 00:00:00,Settled,,2964417,10574526
290001,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,781287843,2116553519,1615699634
321302,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,,3055753,21262276
033034,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,13597428,25714351,
460011,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,36742672,49142314,118665048
390025,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,3462905,4628349,453748
360125,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,115127817,87904292,273123156
241311,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,1722443,16104243
241335,2020-07-01 00:00:00,2020-12-31 00:00:00,Settled,24623332,7795769,14544866
280130,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,139054582,246942321,396466277
050708,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,78086551,97642157,231333112
100292,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,114437514,236751049,533101690
110036,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,464076173,2073902961,1034627075
330154,2020-01-01 00:00:00,2020-12-31 00:00:00,As Submitted,,2556605375,6399231964
040022,2019-11-01 00:00:00,2020-10-31 00:00:00,Settled,205514964,1071851142,931563448
451342,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,,2956225,15296461
084003,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,21260357,79320450,3869500
100254,2020-05-01 00:00:00,2021-04-30 00:00:00,Settled,208399769,1312821160,1110127846
454084,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,73272832,61771701,1981
450643,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,121139958,571332595,675807227
400111,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,19832088,16852883,18671975
151318,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,56573685,120070023
361304,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,14568801,40512483
670076,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,38777542,29779503,182432022
450469,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,62230442,184480038,103492356
490111,2019-11-01 00:00:00,2020-10-31 00:00:00,Settled,34015965,69290109,172114983
194025,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,40883311,31978285,82649
050586,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,75050033,225818986,121079787
020001,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,517525248,1642440153,807226015
050283,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,319289018,839346249,897550736
531313,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,22066451,37728371
033025,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,17205758,30383142,1947256
453091,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,11297960,15783262,420510
391315,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,56719631,32675606,129446370
100256,2020-03-01 00:00:00,2021-02-28 00:00:00,Settled w/Audit,220114061,2520929850,868147495
052046,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,61816849,267998111,14571037
232039,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,8774286,17698668,
511317,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,25076778,99972907
220066,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,319744950,250100326,420409253
141332,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,5345553,50548031
134010,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,28320457,26174465,135454
100073,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,430714881,932404624,1301732907
050104,2020-08-13 00:00:00,2020-12-31 00:00:00,As Submitted,167748315,472931893,130017618
452018,2020-04-01 00:00:00,2021-03-31 00:00:00,Settled,11886502,24568716,1587
370028,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,789868608,2817033394,1930194720
050126,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,337689588,638962275,228856273
440050,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,83909502,150656718,304771219
394051,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,24316795,49812204,15862258
110104,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,80745941,107155402,177040850
110091,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,172737793,508016950,565724962
360037,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled w/Audit,122690751,171760966,215976538
193058,2020-06-01 00:00:00,2021-05-31 00:00:00,Settled,4403579,4747567,2934342
153025,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,30809614,67090906,119
100099,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,74106771,266825606,243751478
150017,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled w/Audit,457566637,2307356778,1295506426
431338,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,17507483,10513044,24654299
344026,2020-07-01 00:00:00,2021-06-30 00:00:00,As Submitted,119015902,119015902,
050760,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,421350548,474006196,792047277
340123,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,97295278,81629108,201836160
164006,2020-08-24 00:00:00,2020-12-31 00:00:00,Settled,2745098,3449600,
520008,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,409758150,646079685,1030070668
100045,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,125801407,365281534,375013928
050742,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,72392982,379873314,135049292
251304,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,,22278200,15684056
451332,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,,1485110,7391741
330234,2020-01-01 00:00:00,2020-12-31 00:00:00,As Submitted,1236359153,5388764841,1562583227
271328,2020-07-01 00:00:00,2021-05-08 00:00:00,Settled,,2749941,8624847
344023,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,21177960,16905051,
192055,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,7752054,19643305,18479
063030,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,15748170,28339780,857008
443030,2020-06-01 00:00:00,2021-05-31 00:00:00,Settled,10069356,18774990,
141350,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,20473852,127871692
452023,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,62244809,356368889,2386275
370235,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,54729135,52538090,186903020
271332,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,41671401,17901178,49946274
380050,2019-10-01 00:00:00,2020-09-30 00:00:00,As Submitted,189967638,181780778,387025413
031307,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,,5496,201663
250058,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,119144801,118782403,226764796
150166,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,41067112,125655809,113563814
310024,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,107084505,510334589,218830043
374021,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,14207300,25972593,1734218
441316,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,4731544,17690273
102021,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,17412165,63041608,11506
514001,2020-01-01 00:00:00,2020-06-30 00:00:00,Settled,10214880,24187523,
340090,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,238823326,446952565,719858600
220031,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled w/Audit,1292605777,939298069,1689723929
670006,2020-01-01 00:00:00,2020-12-31 00:00:00,As Submitted,32584314,39466019,34337678
521311,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,3601917,28884588
102015,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,33958601,171339827,1945208
330331,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,204214197,485407275,215163205
451345,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,141898,3061750
050093,2020-07-01 00:00:00,2021-06-30 00:00:00,As Submitted,453327765,1125383051,774255120
450021,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,932646880,2315734592,926849692
040119,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,137214772,195541147,355442547
030130,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,87685912,227774962,281183299
170017,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,31719800,27714021,68115411
453300,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,,1397363875,899880295
493028,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,12441954,20040515,
510022,2020-01-01 00:00:00,2020-12-31 00:00:00,Amended,964803738,2086246238,1608262896
050512,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,351257594,317633263,533476669
010173,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,25156478,15494483,131536584
370139,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,10822361,4348910,21813482
294003,2019-11-01 00:00:00,2020-10-31 00:00:00,Settled,11030370,31616000,424653
150101,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,58349149,52497202,206398935
130066,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,67850365,96765836,137465742
181330,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,9150061,60231458
050678,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,299275813,1152818904,595715286
234021,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,29316670,98593645,
451331,2020-08-01 00:00:00,2021-07-31 00:00:00,Settled,,7576962,27368241
360368,2020-01-01 00:00:00,2020-12-31 00:00:00,Reopened,44776110,43750958,203453888
150113,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,151368341,217583287,335994898
312022,2020-09-01 00:00:00,2021-08-31 00:00:00,Settled,27033681,161566320,71085
100161,2020-06-01 00:00:00,2021-05-31 00:00:00,Settled,158815660,1066908525,592975633
262013,2019-11-01 00:00:00,2020-10-31 00:00:00,Reopened,36344930,137431139,400013
034021,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,81309236,72480093,51294
673069,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,15181480,38406288,1332406
444026,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,15011195,49756500,740400
320018,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,195314587,528191746,694547614
250072,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,141198921,1087488169,624499760
301300,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,,3717053,25830046
051301,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,,39803809,95582710
142010,2020-06-01 00:00:00,2021-05-31 00:00:00,Settled,97906443,272063941,7589999
050770,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,235427146,787679528,477901446
330182,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,616693929,2018285788,1370380986
111319,2020-07-01 00:00:00,2021-06-30 00:00:00,Settled,,12998675,49927407
420051,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,560110695,1593780855,1612566043
251334,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,23721648,13162441,18588385
144040,2020-01-01 00:00:00,2020-12-31 00:00:00,Settled,28847633,93919869,2763210
050373,2020-07-01 00:00:00,2021-06-30 00:00:00,As Submitted,1416487673,103420199,95653307
042011,2019-10-01 00:00:00,2020-09-30 00:00:00,Settled,6048157,19554735,
